"6800","1592","81","2021-12-16 14:50:46","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:12:""Maçon-liste"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6799","844","81","2021-12-16 14:50:40","a:4:{i:198;s:12:""Maçon-liste"";i:199;s:12:""Maçon-liste"";i:200;s:12:""Maçon-liste"";i:201;s:10:""Lucky List"";}",NULL
"6785","1446","81","2021-12-16 14:38:28","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6775","973","81","2021-12-16 14:33:00","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6769","1405","81","2021-12-16 14:32:07","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6758","1323","81","2021-12-16 14:25:19","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6755","1512","81","2021-12-16 14:23:24","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6736","1487","81","2021-12-16 14:07:49","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6734","1562","81","2021-12-16 14:06:51","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6713","1939","81","2021-12-16 13:50:31","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6711","1550","81","2021-12-16 13:48:36","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6691","1504","81","2021-12-16 13:38:13","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6687","1610","81","2021-12-16 13:30:17","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6685","1415","81","2021-12-16 13:27:32","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6673","1979","81","2021-12-16 13:19:42","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:12:""Maçon-liste"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6671","1597","81","2021-12-16 13:19:10","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6669","1407","81","2021-12-16 13:18:41","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6668","1758","81","2021-12-16 13:18:15","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6663","1041","81","2021-12-16 13:17:39","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6656","1584","81","2021-12-16 13:13:56","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6648","1755","81","2021-12-16 13:09:02","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6645","1830","81","2021-12-16 13:07:40","a:4:{i:198;s:12:""Maçon-liste"";i:199;s:12:""Maçon-liste"";i:200;s:12:""Maçon-liste"";i:201;s:14:""Secret Stolist"";}",NULL
"6638","354","81","2021-12-16 13:04:06","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6633","1062","81","2021-12-16 13:00:15","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6628","1368","81","2021-12-16 12:57:49","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6626","1515","81","2021-12-16 12:55:38","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6623","1696","81","2021-12-16 12:50:30","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:12:""Maçon-liste"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6614","1867","81","2021-12-16 12:42:22","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6608","1765","81","2021-12-16 12:38:37","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:12:""Maçon-liste"";i:201;s:10:""Lucky List"";}",NULL
"6602","1338","81","2021-12-16 12:34:48","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:12:""Maçon-liste"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6595","1391","81","2021-12-16 12:26:19","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6577","1421","81","2021-12-16 12:06:49","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6575","1868","81","2021-12-16 12:00:47","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6574","1989","81","2021-12-16 12:00:24","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6568","1531","81","2021-12-16 11:58:43","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6551","1522","81","2021-12-16 11:36:46","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6545","1511","81","2021-12-16 11:28:01","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6539","1398","81","2021-12-16 11:21:36","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6536","1492","81","2021-12-16 11:21:21","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6530","1390","81","2021-12-16 11:18:18","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6526","1547","81","2021-12-16 11:08:50","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6524","1818","81","2021-12-16 11:04:02","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6517","1807","81","2021-12-16 11:02:10","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6513","1486","81","2021-12-16 10:54:22","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6509","1103","81","2021-12-16 10:50:01","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:12:""Maçon-liste"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6506","1401","81","2021-12-16 10:48:51","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6496","1901","81","2021-12-16 10:45:26","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6482","1796","81","2021-12-16 10:36:08","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6479","1370","81","2021-12-16 10:30:04","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6478","1820","81","2021-12-16 10:28:26","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6477","1359","81","2021-12-16 10:27:34","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:14:""Secret Stolist"";}",NULL
"6474","850","81","2021-12-16 10:25:18","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6472","1847","81","2021-12-16 10:24:55","a:4:{i:198;s:14:""Secret Stolist"";i:199;s:12:""Maçon-liste"";i:200;s:12:""Maçon-liste"";i:201;s:14:""Secret Stolist"";}",NULL
"6471","1537","81","2021-12-16 10:24:43","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
"6468","1482","81","2021-12-16 10:06:40","a:4:{i:198;s:10:""Lucky List"";i:199;s:10:""Lucky List"";i:200;s:14:""Secret Stolist"";i:201;s:10:""Lucky List"";}",NULL
